Key,English,Japanese,SChinese,TChinese
MayorFriendsDescription,It is judged as Crewmate.\nBut is in the Jackal camp. Jackals can win if they win. MayorFriends is not recognized by Jackal.\nHelp Jackal so that the Jackal camp wins!,クルーメイトと判定されますが、ジャッカル陣営です。\nジャッカルが勝利すると、勝利できます。メイヤーフレンズはジャッカルからは分かりません。\nジャッカル陣営が勝利するようにジャッカルを助けましょう！。,狈族市长属于船员阵营，但是其为豺狼的同伙。\n豺狼团队获胜则狈族市长一同获胜。,狽族市長屬於船員陣營，但是其為豺狼的同伙。\n豺狼團隊獲勝則狽族市長一同獲勝。
VentMakerName,VentMaker,ベントメーカー,管道工,管道工
VentMakerTitle1,Let's make a vent!,ベントを作ろう！,挖掘管道,挖掘通風管道
GhostMechanicName,GhostMechanic,亡霊整備士,亡灵工程师,亡靈工程師
GhostMechanicTitle1,Let's get rid of the loose ends that we couldn't fix the machine.,機械を治せなかった未練を解消しよう,弥补生前未能修好飞船的遗憾,彌補生前未能修好飛船的遺憾
GhostMechanicRepairLimitSetting,Number of times sabotage can be repaired,サボタージュ修復可能回数,可修复破坏次数,可修復破壞次數
GhostMechanicButtonName,Repair,修復,修复,修復
GhostMechanicCountText,GhostMechanic,残り{0}回,剩余{0}次,剩餘{0}次
EvilHackerName,EvilHacker,イビルハッカー,骇客,駭客
EvilHackerTitle1,Hack to Win!,ハッキングして勝利しよう,黑入飞船获取胜利,駭入飛船獲取勝利
CanMoveWhenUsesAdmin,Can be moved while using Admin,アドミン使用中に移動できる,可以在观看地图时移动,可以在觀看管理員地圖時移動
CreateMadmateSetting,Can Make a Madmate,マッドメイトを作れる,可以把一名玩家变成叛徒,可以把一名玩家變成叛徒
CreateMadmateButton,Drive Mad,狂わせる,洗脑,洗腦
PositionSwapperName,Position Swapper,ポジションスワッパー,念动使,交換使
PositionSwapperTitle1,Let's Swap crewmates.,位置交換で困惑させろ,移形换影迷惑他人,交換位置使他人迷惑
SettingPositionSwapperSwapCountName,Swapping limits,スワップ制限回数,念动使最大换位次数,交換使最大交換次數
SettingPositionSwapperSwapCoolTimeName,Swapping cooltime,スワップクールタイム,念动使换位冷却,交換使交換位置冷卻時間
PositionSwapperNumTextName,Limits:{0},残り{0}回,剩余{0}次,剩餘{0}次
PositionSwapperButtonName,PositionSwap,スワップ,移位,換位
PositionSwapperSwapText,Position swapper swapped you!,スワッパーによってスワップされました!,念动使交换了你的位置！,交換使交換了你的位置！
PositionSwapperSwapText2,Position swapper swapped you!\nby the way，ykundesu is delicious，isn't it?,スワッパーによってスワップされました!\nところでﾖｯｷﾝｸﾞﾍﾞｯﾋﾟﾝｲｰｴｯｸｽｵｲｼｲﾃﾞｽﾖﾈ,念动使交换了你的位置！\n（这里是个彩蛋，但我不知道写啥好，就祝看到它的你身体健康吧）,交換使交換了你的位置！
TunaName,Tuna,マグロ,铁华团团长,鐵華團團長
TunaTitle1,Always move!,常に動け！,不要停下来啊……,不要停下來啊...
TunaDescription,If you stop for the set duration after the initial meeting，you will die.\nIf you manage to survive until the end，you will seize victory and achieve a solo win.\nDon't stop! You'll die!!,初手会議以降、設定秒数停止すると死亡します。\n最後まで生存していると勝利を横取りして単独勝利します。\n止まるな!死ぬぞ!!,若铁华团团长在第一次会议阶段以后的行动阶段停止移动一段时间，则铁华团团长死亡。\n铁华团团长存活到游戏结束，则铁华团团长获胜。\n所以啊，不要停下来啊……,在最初的會議之後，如果你停下達指定的時間，你就會死亡。\n若你能活到最後，你就能獨自獲得勝利。\n不要停下來！團長！
TunaStoppingTimeSetting,Stopping Time,止まれる時間,团长允许停下的最大时间,團長允許停下的最大時間
TunaAddWinSetting,Add Win,追加勝利,团长的胜利作为追加胜利而非单独胜利,團長的勝利作為追加勝利而非單獨勝利
BlackCatName,Black Cat,黒猫,叛变的猎人,叛變的獵人
BlackCatTitle1,Give your life for your master.,主人のために命を捧げよ,为内鬼献出生命,為內鬼獻出生命
MafiaName,Mafia,マフィア,黑手党,黑手黨
MafiaTitle1,Let's avenge our fellow impostor,仲間の敵討ちをしよう,为同伴报仇,為同伴報仇
MafiaDescription,When all the impostors except Mafia are dead the kill will be possible.\nThe kill cool time will continue to advance while no kills are made.,マフィア以外のインポスターが全員死亡するとキルできるようになります。\nキルが出来ない間もキルクールタイムは進みます。,黑手党属于内鬼阵营。\n除黑手党以外的内鬼阵营玩家全部死亡后，黑手党才能进行击杀。\n无法击杀时，黑手党击杀冷却也会照常减少。,黑手黨屬於內鬼陣營。\n除黑手黨以外的內鬼陣營玩家全部死亡後，黑手黨才能進行擊殺。\n無法擊殺時，黑手黨擊殺冷卻也會照常減少。
RecordsAdminDestroySetting,Cannot Use Archive Admin,アーカイブのアドミンを使用不可にする,无法使用管理地图,無法使用管理員地圖
SpyName,Spy,スパイ,卧底,臥底
SpyTitle1,Deceive the Impostor and lead the Cluemate camp to victory!,インポスターを欺き、クルーメイト陣営を勝利に導こう,欺骗并找出内鬼，帮助船员取得胜利,欺騙並找出內鬼，幫助船員取得勝利
SpyDescription,Spies are crewmates but they look like friends to the Impostor.\n Spies are crewmates and have no special abilities.,スパイはクルーメイトですが、インポスターからは仲間に見えます。\nスパイはクルーメイトであり、特別な能力はありません。,卧底属于船员阵营。\n在内鬼看来卧底属于内鬼阵营。\n卧底没有其他特殊能力。,臥底屬於船員陣營。\n在內鬼看來臥底屬於內鬼陣營。\n臥底沒有其他特殊能力。
SpecimenVitalSetting,Move Vital to specimen (polus),標本室にバイタルを移動する(ポーラス),波鲁斯(Polus)：将生命监测仪移动至样本室,Polus：將生命跡象檢測器移動至樣本室
CustomDownloadSuperNewNamePlates,Download custom hat,カスタムハットをダウンロードする,下载自定义帽子,下載自訂義帽子
KunoichiName,Kunoichi,クノイチ,女忍,女忍
KunoichiTitle1,Use your ninjutsu to deceive the village.,忍術を駆使して村を欺け,用忍术来欺骗船员,用忍術來欺騙船員
KunoichiDescription,Instead of being unable to get a kill normally，you can throw a kunai that is invisible to everyone but you.\nIf you hit a set number of kunai，you will get a kill.,通常キルが出来ない代わりに自分以外には見えないクナイを投げることが出来ます。\nクナイを設定数当てるとキル出来ます。\n不可視のキルで村を混乱に陥れましょう。,作为通常击杀的替代，女忍可以投掷只有自己可见的苦无。\n被苦无击中一定次数的玩家被女忍击杀。\n女忍通过不可视的苦无击杀给船员造成混乱。,女忍無法使用普通的擊殺，但可以投擲只有自己看得見的苦無。\n擊中指定數量的苦無，就可以造成擊殺。\n用不可視的苦無來擊殺船員並導致混亂吧。
KunoichiCoolTime,Kunai Cool Time,クナイのクールタイム,女忍苦无冷却,女忍苦無冷卻
KunoichiKillKunai,Number of kunai required for a kill,キルに必要なクナイ数,女忍进行击杀所需要的苦无数,女忍造成擊殺所需要的苦無數
KunoichiIsHide,Transparency,透明化,隐身,隱身
KunoichiHideTime,Time required for transparency,透明化に必要な時間,女忍隐身所需要的时间,女忍隱身所需要的時間
KunoichiKunai,Kunai,クナイ,苦无,苦無
KunoichiHideKunai,Can throw kunai during invisibility.,透明化中にクナイを投げれる,女忍隐身时可以投掷苦无,女忍隱身時可以投擲苦無
KunoichiIsWaitAndPressTheButtonToHide,Transparency with a button,透明化をボタンで行う,女忍需要主动让自己隐身,女忍需要主動讓自己隱身
SecretlyKillerName,Secretly Killer,シークレットリーキラー,暗杀者,暗殺者
SecretlyKillerTitle1,Please be quiet during the power outage.,停電中はお静かに,只有死人才能守住秘密,只有死人才能守住秘密
SettingCoolCharge,Same in kill buttons,キル時のクール同期,暗杀者技能与击杀同步冷却,暗殺者技能與擊殺同步冷卻
SettingBlackoutCharge,Kill cool charge during power outage,停電中にクールをためる,暗杀者熄灯时可以加快冷却,暗殺者停電時可以加快冷卻
SettingLimitName,Ability limit,制限回数,能力最大使用次数,能力最大使用次數
SecretlyKillButtonName,Secretly\nKill,シークレットリー\nキル,暗杀,暗殺
DoubleKillerName,DoubleKiller,ダブルキラー,双刀手,雙刀手
MainCoolTimeSetting,MainKillCooldown,メインキルボタンのクールダウン,双刀手主击杀冷却,雙刀手主擊殺冷卻
SubCoolTimeSetting,SubKillCooldown,サブのキルボタンのクールダウン,双刀手副击杀冷却,雙刀手副擊殺冷卻
DoubleKillerSaboSetting,DoubleKillerCanUseSabotage,ダブルキラーがサボを使えるか,双刀手可以破坏,雙刀手可以破壞
SmasherName,Smasher,スマッシャー,粉碎者,粉碎者
KillCoolTimeSetting,KillCooldown,キルクールダウン,击杀冷却,擊殺冷卻時間
DoubleKillerTitle1,Let's master the independent kill button!,独立したキルボタンを使いこなそう,掌握二刀流的力量,掌握二刀流的力量
SmasherTitle1,Let's do continuous kills!,連続キルを行おう,唯快不破！,天下武功，唯快不破！
SuicideWisherName,Suicide Wisher,スーサイドウィッシャー‌,抑郁者,抑鬱者
SuicideWisherTitle1,Let's just kill ourselves for now.,とりあえず自殺しよう,玉玉，不响丸辣，紫砂了,遇事不決，自殺解決
SuicideName,Suicide,自殺,自杀,自殺
NeetName,Neet,ニート,废柴,尼特
NeetTitle1,NeetLet others handle it.,他人に任せよう,今天也没什么干劲呢，明天再努力吧,交給其他人吧
NeetDescription,Every possible button does not exist.\nYou can't do anything，because you are Neet.\nIf you survive to the end，you win alone or additionally.,ありとあらゆるボタンが存在しません。\n何も出来ません、だってニートだもの。\n最後まで生存していると単独or追加勝利します。,由于过于废柴，废柴不存在任何交互按钮，不能作任何行动。\n废柴存活到游戏结束即可获胜。,尼特沒有任何可以操作的按鈕。\n甚麼都不用做，因為你是尼特。\n根據設定，活到最後來取得獨自勝利或和他人一同勝利吧。
FastMakerName,Fast Maker,ファストメーカー,洗脑师,洗腦師
FastMakerTitle1,Let's make Madmate with a light heart.,軽い気持ちでマッドメイトを作ろう,让船员背叛成为你的俘虏,讓船員背叛成為你的手下
FastMakerDescription,This role can create a Mad Mate with the first kill.,初手キルでマッドメイトを作成出来るインポスターです。,洗脑师的首次击杀不会造成死亡，而是将击杀目标变为叛徒,首次擊殺可以使船員背叛
KillName,KILL,キル,击杀,擊殺
JackalCreateFriendSetting,Can Create JackalFriends,ジャッカルフレンズを作れる,豺狼可以将一名玩家招募为狈,豺狼可以將一名玩家招募為狽
ToiletFanName,Toilet Fan,トイレファン,腹泻者,腹瀉者
ToiletFanTitle1,A little faster...,少しでも早く...,要……要喷射了……,馬桶...你在哪？
ToiletCooldownSetting,Toilet Cool Time,トイレクールタイム,腹泻者开门冷却,腹瀉者開門冷卻時間
ToiletName,DoorOpen,ドア開放,开门,開門
PolusrandomSpawn,RandomSpawn,ランダムスポーン,出生点随机,隨機重生點
NotImpostorExiled,Not taking the Impostor off the road,インポスターを道連れにしない,不会连带内鬼阵营玩家死亡,不會連帶內鬼陣營玩家死亡
NiceButtonerName,NiceButtoner,ナイスボタナー,正义的执钮人,正義的執鈕人
NiceButtonerTitle1,Let&apos;s a start meeting.,会議を開始しよう,召开会议,召開會議
EvilButtonerName,EvilButtoner,イビルボタナー,邪恶的执钮人,邪惡的執鈕人
EvilButtonerTitle1,Let&apos;s a start meeting.,会議を開始しよう,召开会议,召開會議
